country_name,access_to_electricity_pct,atms_per_100000,compulsory_education_years,health_expenditure_pct_of_gdp,gdp_per_capita_usd,gdp_per_capita_ppp,life_expectancy_female,life_expectancy_male,life_expectancy,population_density,population,alcohol_consumption_per_capita,unemployment_rate_female,unemployment_rate_male,unemployment_rate,year,Country Name,Country Code,country_category,is_region,planet
"Bahamas, The",100.0,122.946504685213,12.0,6.83129883,32718.638100801294,36297.3070225153,75.718,71.3,73.554,38.137962037962,381761.0,,11.3909997940063,8.35999965667725,9.80000019073486,2017,"Bahamas, The",BHS,DEVELOPING,0,Earth
Bahrain,100.0,,9.0,4.74813128,23742.9850166355,47709.8738136618,78.143,76.188,77.032,1920.4035236425893,1494074.0,,2.79200005531311,0.148000001907349,0.7009999752044681,2017,Bahrain,BHR,,0,Earth
Bangladesh,88.0,8.36007565724496,5.0,2.27522182,1563.9136986248498,4161.08971339052,73.97800000000002,70.40899999999998,72.05199999999998,1226.63127448721,159670593.0,,6.744999885559079,3.34699988365173,4.37200021743774,2017,Bangladesh,BGD,DEVELOPING,0,Earth
Barbados,100.0,26.3000496307388,11.0,6.62216997,17391.4258663397,15788.8205162215,80.307,77.562,78.98100000000002,665.6581395348841,286233.0,,10.041999816894501,9.48700046539307,9.76099967956543,2017,Barbados,BRB,,0,Earth
Belarus,100.0,55.6671750109495,9.0,5.75974846,5761.747120230071,18280.198919064198,79.2,69.3,74.12926829268291,46.792242075569,9498264.0,,4.03900003433228,7.22800016403198,5.650000095367429,2017,Belarus,BLR,,0,Earth
Belgium,100.0,85.63951802816759,12.0,10.40608311,44192.6230270333,50615.36583139429,83.9,79.2,81.4926829268293,375.66571994716,11375158.0,,7.05399990081787,7.1139998435974094,7.08599996566772,2017,Belgium,BEL,DEVELOPED,0,Earth
Belize,98.2511520385742,38.514421725215,8.0,5.70125389,4887.5772083381,7108.866700237191,77.453,71.533,74.365,16.4738711091626,375769.0,,9.80099964141846,4.58900022506714,6.59499979019165,2017,Belize,BLZ,DEVELOPING,0,Earth
Benin,34.5,4.88535568589067,6.0,2.6444838,1136.59284704681,3044.51388698516,62.687,59.633,61.174,99.1061014544165,11175204.0,,2.66400003433228,2.2609999179840097,2.4590001106262203,2017,Benin,BEN,DEVELOPING,0,Earth
Bhutan,97.7,39.4484488760828,,3.24491644,3286.574702874881,11142.3999477275,71.444,70.822,71.12899999999998,19.5461414400175,745568.0,,3.157999992370609,1.80299997329712,2.35800004005432,2017,Bhutan,BTN,DEVELOPING,0,Earth
Bolivia,91.8,39.6569070744321,14.0,6.4901947999999985,3351.1240444427003,8423.69680584065,73.878,68.173,70.945,10.3321831440967,11192854.0,,4.07100009918213,3.36899995803833,3.67000007629395,2017,Bolivia,BOL,DEVELOPING,0,Earth
Bosnia and Herzegovina,100.0,53.8932535381674,9.0,8.93159008,5394.59122017677,13788.4820641796,79.581,74.622,77.128,65.45951171875,3351527.0,,23.0990009307861,18.8390007019043,20.5270004272461,2017,Bosnia and Herzegovina,BIH,DEVELOPING,0,Earth
Botswana,62.602352142334006,35.4151982386473,,6.13456821,7893.232533636659,17253.2806291006,71.559,65.79,68.812,3.89096748010516,2205128.0,,20.649000167846697,14.5100002288818,17.504999160766598,2017,Botswana,BWA,DEVELOPING,0,Earth
Brazil,100.0,107.871669354693,14.0,9.46933746,9925.38623770041,14519.8491302518,79.156,71.804,75.456,24.866038496603302,207833831.0,,14.7180004119873,11.369999885559098,12.8219995498657,2017,Brazil,BRA,DEVELOPING,0,Earth
Brunei Darussalam,100.0,69.5943511558513,9.0,2.27036428,28572.146777650898,60995.6811141379,76.819,74.454,75.585,80.5451612903226,424473.0,,9.98499965667725,8.81900024414063,9.315999984741213,2017,Brunei Darussalam,BRN,,0,Earth
Bulgaria,100.0,94.6671082592964,11.0,7.45326805,8334.08172775332,21370.7826591284,78.4,71.4,74.81463414634149,65.1800571112749,7075947.0,,5.94600009918213,6.354000091552732,6.16400003433228,2017,Bulgaria,BGR,,0,Earth
Burkina Faso,17.5064811706543,3.972831157337041,10.0,6.91190195,734.994429826895,2044.38187401171,61.43,59.981,60.768,70.1508918128655,19193284.0,,9.13000011444092,3.86199998855591,6.21600008010864,2017,Burkina Faso,BFA,DEVELOPING,0,Earth
Burundi,9.3,,,7.51763725,292.997630684415,773.5718583942551,62.675,59.092,60.898,421.61308411215,10827024.0,,1.07299995422363,1.93400001525879,1.48699998855591,2017,Burundi,BDI,DEVELOPING,0,Earth
Cabo Verde,91.4152297973633,47.0263084610575,10.0,5.36013222,3292.6457545737208,6643.204609742621,75.812,69.089,72.57,133.37394540942898,537497.0,,12.769000053405799,11.828000068664599,12.2399997711182,2017,Cabo Verde,CPV,DEVELOPING,0,Earth
Cambodia,89.07,16.7228928496091,,5.928473,1385.2599796333,3928.37368825169,71.318,67.062,69.289,90.69461817357808,16009414.0,,0.8130000233650211,0.560000002384186,0.683000028133392,2017,Cambodia,KHM,DEVELOPING,0,Earth
Cameroon,61.3423347473145,4.37470315786594,6.0,3.4925251000000004,1425.1078180533402,3554.5251558946998,59.795,57.235,58.511,51.968532504072286,24566045.0,,3.8840000629425,2.99600005149841,3.4140000343322794,2017,Cameroon,CMR,DEVELOPING,0,Earth
Canada,100.0,228.429180529994,10.0,10.78964806,45148.5527061655,48633.829775434,84.1,79.9,81.94878048780491,4.01861558408139,36543321.0,,5.84899997711182,6.78000020980835,6.34000015258789,2017,Canada,CAN,DEVELOPED,0,Earth
Caribbean small states,97.76741781193891,38.0600842541837,6.5,6.41720689413409,9767.97005850011,15612.302436406999,75.7746740015787,71.33997898422541,73.5174910656926,18.068385821909303,7314986.0,,12.197513912047699,7.4845760213815,9.55345467695012,2017,Caribbean small states,CSS,,1,Earth
Central African Republic,29.8344898223877,1.37574560498413,10.0,6.66541529,450.900244979058,912.80205230035,54.354,50.152,52.24,7.37748884394363,4596028.0,,3.62400007247925,3.83699989318848,3.74000000953674,2017,Central African Republic,CAF,DEVELOPING,0,Earth
Central Europe and the Baltics,100.0,66.837125792253,10.0,6.57809746858492,14244.864478591699,30018.2364945663,80.71347095597291,73.3692968326191,76.94746535452249,92.97161302869459,102738653.0,,5.2586384742329,5.322124119108491,5.293337873891219,2017,Central Europe and the Baltics,CEB,,1,Earth
Chad,10.9,1.53189047818658,10.0,4.40445328,665.94835269506,1587.03105963951,55.132,52.315,53.712,11.9256456480305,15016773.0,,1.625,2.0329999923706104,1.84800004959106,2017,Chad,TCD,DEVELOPING,0,Earth
Chile,100.0,51.5980292829309,12.0,9.06820488,14999.3700885512,23663.8852921125,82.333,77.333,79.90899999999998,24.841483922283892,18470439.0,,7.45499992370605,6.599999904632571,6.95800018310547,2017,Chile,CHL,,0,Earth
China,100.0,84.4295153160611,9.0,5.15119171,8879.43866711346,14344.4212394407,78.828,74.315,76.47,147.674050750889,1386395000.0,,3.84699988365173,4.90500020980835,4.44099998474121,2017,China,CHN,DEVELOPING,0,Earth
Colombia,98.5,42.0234776654806,12.0,7.67864275,6376.706715526011,14313.916386209099,79.694,74.124,76.925,44.0827796304642,48909844.0,,11.5129995346069,6.8660001754760716,8.87199974060059,2017,Colombia,COL,,0,Earth
Comoros,79.41969299316409,5.10009445374928,6.0,4.64801407,1323.81158996501,3032.25468181699,65.675,62.21,63.912,437.341200057394,813892.0,,4.7480001449585005,4.10599994659424,4.375,2017,Comoros,COM,DEVELOPING,0,Earth
"Congo, Dem. Rep.",18.2261638641357,,6.0,4.15728664,467.07423746489013,1059.8107753086001,61.539,58.528,60.026,35.9051472177499,81398764.0,,3.42600011825562,5.06699991226196,4.27299976348877,2017,"Congo, Dem. Rep.",COD,DEVELOPING,0,Earth
"Congo, Rep.",64.7098541259766,9.50436105247654,10.0,2.93953753,2191.2204378931892,4274.29641446159,65.316,62.54600000000001,63.95399999999999,14.9654524158126,5110702.0,,10.361000061035199,9.18900012969971,9.76299953460693,2017,"Congo, Rep.",COG,DEVELOPING,0,Earth
Costa Rica,99.6,64.2471542168699,13.0,7.32879639,11814.626568766498,19112.408887456102,82.557,77.354,79.914,96.94386995691342,4949954.0,,10.2930002212524,6.8189997673034695,8.14200019836426,2017,Costa Rica,CRI,,0,Earth
Cote d'Ivoire,65.6,7.10394867043303,10.0,4.45303488,2111.02707557541,4830.75170129491,58.32,55.864,57.017,76.8473867924528,24437469.0,,3.85800004005432,2.8589999675750697,3.27300000190735,2017,Cote d'Ivoire,CIV,DEVELOPING,0,Earth
Croatia,100.0,140.010144430623,8.0,6.77827311,13451.6249479152,26673.7663994272,80.9,74.9,77.8268292682927,73.7049857040743,4124531.0,,11.904999732971199,10.611000061035199,11.208000183105499,2017,Croatia,HRV,,0,Earth
Cyprus,100.0,48.518849980938995,10.0,6.73828936,26338.694344313597,37766.901656903996,82.794,78.547,80.672,127.67099567099599,1179680.0,,11.269000053405799,10.8649997711182,11.052000045776401,2017,Cyprus,CYP,,0,Earth
Czech Republic,100.0,55.642045396234295,9.0,7.23133898,20636.199952435,38973.5521897142,82.0,76.1,78.9780487804878,137.198109298109,10594438.0,,3.5789999961853,2.33699989318848,2.89000010490417,2017,Czech Republic,CZE,DEVELOPED,0,Earth
Denmark,100.0,49.1666696093275,10.0,10.03963375,57610.0981801136,55516.905270484414,83.1,79.2,81.10243902439029,137.294117647059,5764980.0,,5.93599987030029,5.5689997673034695,5.743000030517581,2017,Denmark,DNK,DEVELOPED,0,Earth
Djibouti,60.2,12.1021786947195,10.0,2.46476316,2914.3838563125105,4885.22056254083,68.023,64.0,65.893,40.7289473684211,944097.0,,10.5069999694824,10.3000001907349,10.3819999694824,2017,Djibouti,DJI,DEVELOPING,0,Earth
Dominican Republic,100.0,39.373700966153706,15.0,5.83058691,7609.33879952227,16735.3325859465,76.99,70.609,73.689,217.618112192093,10513131.0,,8.12199974060059,4.32000017166138,5.83199977874756,2017,Dominican Republic,DOM,DEVELOPING,0,Earth
Early-demographic dividend,89.61682592634929,27.013332239542,10.0,5.199678497389789,3555.34490649832,8992.23298314587,72.1587091043994,68.47722746452,70.2542044834774,96.84623190640127,3206361028.0,,6.55441836394374,5.35222841931936,5.709708910996831,2017,Early-demographic dividend,EAR,,1,Earth
East Asia & Pacific,97.85712330918552,52.7866998668186,9.0,6.574193492804231,10467.4430246664,16334.026326688001,78.5061916890248,73.40562143598099,75.8659539130049,94.85271047956829,2314097713.0,,3.48265840614147,4.2187228682837405,3.89991121712525,2017,East Asia & Pacific,EAS,,1,Earth
East Asia & Pacific (IDA & IBRD countries),98.2688137667472,26.9353692599503,9.0,4.91125925542991,7249.101815495391,13123.1517922531,77.5918593474197,72.6591178046408,75.03335889831008,129.338478726806,2042687863.0,,3.51543780117747,4.31121186014452,3.96730069062711,2017,East Asia & Pacific (IDA & IBRD countries),TEA,,1,Earth
East Asia & Pacific (excluding high income),97.6266800146537,26.9353692599503,9.0,4.91107042557096,7173.567315261429,12986.3222266747,77.5631021007142,72.60702519018879,74.9949516020132,129.96169184867202,2068142784.0,,3.49693620372392,4.2958858590011095,3.95013159933396,2017,East Asia & Pacific (excluding high income),EAP,,1,Earth
Ecuador,99.2,33.1898405656859,15.0,8.25742912,6213.50127649921,11617.9087583298,79.442,73.833,76.584,67.5848002899018,16785361.0,,4.92899990081787,3.06900000572205,3.8359999656677206,2017,Ecuador,ECU,DEVELOPING,0,Earth
"Egypt, Arab Rep.",100.0,17.706669826488106,12.0,5.63305616,2444.29031115094,11014.486136551299,73.967,69.453,71.656,96.8834125269978,96442593.0,,23.0869998931885,8.2519998550415,11.7370004653931,2017,"Egypt, Arab Rep.",EGY,DEVELOPING,0,Earth
El Salvador,96.8,37.2395122012263,15.0,7.22756004,3910.25719295906,8454.058198148481,77.417,68.006,72.872,308.307046332046,6388122.0,,4.00600004196167,4.65799999237061,4.38500022888184,2017,El Salvador,SLV,DEVELOPING,0,Earth
Equatorial Guinea,66.7757186889648,10.2342118330231,6.0,3.01081419,9667.91225173046,22551.083245577996,59.25899999999999,57.059,58.06100000000001,44.99112299465239,1262001.0,,6.20800018310547,6.64300012588501,6.48299980163574,2017,Equatorial Guinea,GNQ,DEVELOPING,0,Earth
Estonia,100.0,67.77332902048511,9.0,6.59183788,20458.4607286705,33937.4546785149,82.6,73.8,78.0926829268293,30.3055900621118,1317384.0,,5.298999786376951,6.19099998474121,5.76000022888184,2017,Estonia,EST,DEVELOPED,0,Earth
Eswatini,73.5,37.204043993061,7.0,6.91085625,3914.6132524517493,8408.45427175268,62.753,54.32899999999999,58.319,65.3926162790698,1124753.0,,24.162000656127898,21.0149993896484,22.5380001068115,2017,Eswatini,SWZ,DEVELOPING,0,Earth
Ethiopia,44.3,,8.0,3.50331593,768.5223075793858,2021.5610459946695,67.78399999999999,63.997,65.872,106.400024,106400024.0,,2.8110001087188703,1.5230000019073502,2.11999988555908,2017,Ethiopia,ETH,DEVELOPING,0,Earth
Euro area,100.0,85.63951802816759,10.0,10.1582858840224,37140.6698528957,45788.687121956515,84.56465827370191,79.4339855113359,81.9322152288144,127.35100045189199,341163597.0,,9.44583613011795,8.73044682356534,9.06011736628989,2017,Euro area,EMU,,1,Earth
Europe & Central Asia,99.99281029369892,62.8490622664218,10.0,9.26200806986797,23629.106223799503,34110.4968064945,81.0185957342514,74.74530410121871,77.7854251970124,33.330235971966,914585461.0,,7.5612966492289,7.434572609423269,7.491877388243929,2017,Europe & Central Asia,ECS,,1,Earth
Europe & Central Asia (IDA & IBRD countries),99.9856132858655,61.5884353004313,10.0,5.34244296757558,8552.95274227593,21968.882826895602,77.9219805689111,70.05701286925489,73.8945964702111,19.882087285342106,456976356.0,,6.94965990345613,7.26540880055207,7.12545073742846,2017,Europe & Central Asia (IDA & IBRD countries),TEC,,1,Earth
Europe & Central Asia (excluding high income),99.9833681776927,55.6671750109495,10.5,5.12293768413819,7879.81868059063,20874.078572956998,77.4638832883001,69.5465341857174,73.4127094788503,17.653091810394898,395289709.0,,7.2465551694768,7.55729955849394,7.419552779457848,2017,Europe & Central Asia (excluding high income),ECA,,1,Earth
European Union,100.0,67.77332902048511,10.0,9.87900881619217,33080.9186444207,42848.3493328202,83.74677767862092,78.2603289123493,80.9306588411386,111.62313331474,446131273.0,,8.44231970317717,7.8760716479055715,8.13561804182206,2017,European Union,EUU,,1,Earth
Fiji,96.0,52.650251668203,,3.18689561,6101.03083866498,13429.315918427399,69.043,65.594,67.252,48.0273125342091,877459.0,,5.55299997329712,3.59299993515015,4.23699998855591,2017,Fiji,FJI,DEVELOPING,0,Earth
Finland,100.0,32.4729870487409,10.0,9.14156628,46336.663253012695,47501.6323716501,84.5,78.9,81.63170731707321,18.124490803198306,5508214.0,,8.38899993896484,8.87199974060059,8.64000034332275,2017,Finland,FIN,DEVELOPED,0,Earth
Fragile and conflict affected situations,54.81197241834421,4.86382901694124,9.0,4.692825397859791,2055.5736037493202,4773.048904794528,62.958662609898795,59.4472143237042,61.20474902203429,46.0692633905028,763578047.0,,7.65460471452836,6.57014201784372,7.010501492908268,2017,Fragile and conflict affected situations,FCS,,1,Earth
France,100.0,102.27310000504801,10.0,11.39050198,38812.161034168195,44826.5074739039,85.7,79.6,82.57560975609759,122.114008137994,66864379.0,,9.336000442504881,9.454000473022461,9.39700031280518,2017,France,FRA,DEVELOPED,0,Earth
Gabon,91.90228271484379,,10.0,2.78074527,7230.396392684259,15006.764091041101,67.883,63.879,65.839,8.01343967089688,2064823.0,,28.266000747680696,14.4329996109009,19.982000350952106,2017,Gabon,GAB,DEVELOPING,0,Earth
"Gambia, The",56.2,8.85127503022832,9.0,3.34084225,679.7569139658281,2072.6524500401,62.84,60.088,61.44,218.764229249012,2213894.0,,12.4060001373291,6.57999992370605,9.13599967956543,2017,"Gambia, The",GMB,DEVELOPING,0,Earth
Georgia,100.0,76.0343978149027,9.0,7.05804443,4357.00093554628,13589.707391515902,77.816,68.98,73.414,65.2227859617201,3728004.0,,12.690999984741199,14.954000473022498,13.9390001296997,2017,Georgia,GEO,,0,Earth
Germany,100.0,118.93222089312701,13.0,11.32229614,44552.81937190781,53254.6918650206,83.4,78.7,80.9926829268293,236.595494618731,82657002.0,,3.3150000572204603,4.11800003051758,3.74600005149841,2017,Germany,DEU,DEVELOPED,0,Earth
Ghana,79.0,11.2880018811864,11.0,3.32977843,2025.9324238675101,4996.6387060730385,64.503,62.437,63.463,127.983963259207,29121471.0,,4.38500022888184,4.08199977874756,4.22300004959106,2017,Ghana,GHA,DEVELOPING,0,Earth
Greece,100.0,61.5584830515841,10.0,7.96522522,18930.2186276597,28594.174478560697,83.9,78.8,81.2878048780488,83.43428238944921,10754679.0,,26.114999771118196,17.8490009307861,21.488000869751,2017,Greece,GRC,DEVELOPED,0,Earth
Guatemala,93.3,37.9092616317119,16.0,5.81384373,4451.45098144235,8317.36410115835,76.721,70.83,73.81,150.125214632325,16087418.0,,3.5220000743866,1.93900001049042,2.46199989318848,2017,Guatemala,GTM,DEVELOPING,0,Earth
Guinea,35.4,2.45249225235402,6.0,4.27482462,855.573639877367,2417.7991867269197,61.153,60.04,60.706,49.110935210809096,12067539.0,,3.32599997520447,5.50600004196167,4.31799983978271,2017,Guinea,GIN,DEVELOPING,0,Earth
Guinea-Bissau,26.0,4.850495368728,9.0,6.84708118,738.5499448907822,1925.2377365995105,59.62,55.597,57.673,65.0123044096728,1828146.0,,2.2390000820159903,2.74000000953674,2.5,2017,Guinea-Bissau,GNB,DEVELOPING,0,Earth
Guyana,90.86386108398442,20.227596582258602,6.0,5.65979004,6124.9299672486095,12005.358645387,72.847,66.605,69.624,3.9381305562611097,775221.0,,15.3690004348755,9.918999671936039,12.043999671936,2017,Guyana,GUY,DEVELOPING,0,Earth
Haiti,43.8,2.2634968199927403,6.0,8.08468342,1294.23974604323,2980.960855818171,65.454,61.139,63.29,398.489332365747,10982366.0,,16.7730007171631,11.008000373840304,13.734999656677198,2017,Haiti,HTI,DEVELOPING,0,Earth
Heavily indebted poor countries (HIPC),42.1843933859748,4.881259175522572,8.5,5.17560216598425,939.5091035113693,2478.8239266861897,64.4857339646215,61.0100777296068,62.74868260084121,43.6800362578349,759106221.0,,4.82555399528929,4.18548283304216,4.474979094448869,2017,Heavily indebted poor countries (HIPC),HPC,,1,Earth
High income,99.99535395303509,66.837125792253,10.0,12.4830169071876,42013.8899019256,48379.5678909577,83.2813674824771,78.06120779385509,80.58546545350009,34.6273336387767,1225031038.0,,5.87796004158825,5.35118844424678,5.58346129208138,2017,High income,HIC,,1,Earth
Honduras,86.5,23.7177447293465,12.0,7.00069904,2453.72789597457,5561.9963118339,77.20100000000002,72.57300000000002,74.898,84.2703816248101,9429013.0,,8.01599979400635,4.12599992752075,5.52799987792969,2017,Honduras,HND,DEVELOPING,0,Earth
"Hong Kong SAR, China",100.0,50.431834040754396,9.0,,46165.8565115953,59849.2481763342,87.6,81.9,84.6804878048781,7039.714285714291,7391700.0,,2.7739999294281,3.3949999809265097,3.08999991416931,2017,"Hong Kong SAR, China",HKG,DEVELOPING,0,Earth
Hungary,100.0,60.9338933476702,13.0,6.79227543,14605.8543453283,29832.0971718636,79.3,72.5,75.8170731707317,108.11848006185801,9787966.0,,4.57100009918213,3.8090000152587904,4.156000137329101,2017,Hungary,HUN,DEVELOPING,0,Earth
IBRD only,96.868933324328,47.4667021952328,10.0,5.555242180911441,6094.41443043091,12551.4717363329,75.63892977701259,70.9367349391297,73.2000794205935,66.73927940727839,4736170185.0,,5.91482156554584,5.773286295936719,5.825844938056152,2017,IBRD only,IBD,,1,Earth
IDA & IBRD total,87.03785442854608,27.2069007516434,9.0,5.46189565541721,4889.1600817808785,10300.4442859241,73.09040347136741,68.77847420549,70.8640150181123,67.8526234839248,6333386949.0,,5.77516010285266,5.466676476004388,5.58330395734266,2017,IDA & IBRD total,IBT,,1,Earth
IDA blend,64.6072734382039,9.50436105247654,9.5,3.65001174973005,1718.48233204613,4786.71888683447,63.0611799315786,60.755695817189,61.8890407820717,122.869640703351,536862922.0,,6.35065174111234,4.81171415635737,5.372280073799571,2017,IDA blend,IDB,,1,Earth
IDA only,54.3780209087147,5.525134796896159,9.0,4.527303886848429,1118.02654719899,3122.8119982453304,66.880136921282,63.09467202474421,64.973033605933,58.88985906549629,1060353842.0,,4.92429021697526,4.07623703836692,4.43309478116218,2017,IDA only,IDX,,1,Earth
IDA total,57.8236810027139,7.10394867043303,9.0,4.11478263385202,1319.41219090651,3677.50921968364,65.6108902195321,62.2980130917005,63.9364760787108,71.3837278480299,1597216764.0,,5.31932395111629,4.31678176559879,4.72128050883866,2017,IDA total,IDA,,1,Earth
Iceland,100.0,88.8060679293628,10.0,8.3432579,71310.9392562342,55562.426623655185,84.3,81.1,82.6609756097561,3.42543640897756,343400.0,,2.71799993515015,2.76300001144409,2.74200010299683,2017,Iceland,ISL,DEVELOPED,0,Earth
India,92.6,21.9973408982522,8.0,3.53500652,1981.6510498992002,6185.9938925854285,70.425,68.0,69.165,450.243285831043,1338658835.0,,5.375,5.42999982833862,5.419000148773191,2017,India,IND,DEVELOPING,0,Earth
Indonesia,98.14,55.141565692882786,9.0,2.86824059,3837.65173121117,10935.8417542919,73.515,69.156,71.282,146.086480787383,264645886.0,,3.921000003814701,4.35200023651123,4.18499994277954,2017,Indonesia,IDN,DEVELOPING,0,Earth
"Iran, Islamic Rep.",100.0,77.51963607693891,9.0,8.65966415,5520.31047120905,14535.862226476202,77.436,75.217,76.271,49.53090142194061,80673951.0,,19.872999191284197,10.1809997558594,12.1000003814697,2017,"Iran, Islamic Rep.",IRN,DEVELOPING,0,Earth
Iraq,99.90985107421879,2.65745878220538,6.0,4.12501717,5205.28825476591,10971.9700124802,72.318,68.277,70.294,86.50163160221409,37552781.0,,31.0200004577637,10.2799997329712,13.020000457763699,2017,Iraq,IRQ,DEVELOPING,0,Earth
Ireland,100.0,89.5767524977878,10.0,7.15484905,69822.3470849141,78128.1814790092,84.0,80.4,82.1560975609756,69.78353897517779,4807388.0,,6.2930002212524405,7.06500005722046,6.71199989318848,2017,Ireland,IRL,DEVELOPED,0,Earth
Israel,100.0,121.384448487584,15.0,7.49766827,40541.8620938968,38966.6626965191,84.6,80.6,82.55121951219509,402.647874306839,8713300.0,,4.32000017166138,4.1209998130798295,4.21500015258789,2017,Israel,ISR,DEVELOPED,0,Earth
Italy,100.0,92.3780165635901,12.0,8.6777401,32406.720315013397,41784.6247136637,85.2,80.8,82.94634146341471,205.809169103148,60536709.0,,12.3879995346069,10.3400001525879,11.211000442504899,2017,Italy,ITA,DEVELOPED,0,Earth
Jamaica,97.9645614624023,33.567131785460504,6.0,6.14377928,5069.18383810726,9598.37095744956,75.878,72.708,74.267,269.700184672207,2920853.0,,15.3920001983643,8.42800045013428,11.6339998245239,2017,Jamaica,JAM,DEVELOPING,0,Earth
Japan,100.0,127.660860237797,9.0,10.79634285,38386.5111457057,40858.8843834886,87.26,81.09,84.099756097561,347.777586679833,126785797.0,,2.63499999046326,2.9270000457763703,2.79999995231628,2017,Japan,JPN,DEVELOPED,0,Earth
Jordan,100.0,27.5143386295818,10.0,8.11925125,4234.40313273963,10010.3949558156,76.05199999999998,72.628,74.292,110.15063077269699,9779173.0,,23.9580001831055,13.192999839782699,15.1149997711182,2017,Jordan,JOR,DEVELOPING,0,Earth
Kazakhstan,100.0,74.5853353755985,9.0,3.12588406,9247.58133129626,24862.9661245889,76.92,68.72,72.95,6.68140015557284,18037776.0,,5.43499994277954,4.40399980545044,4.90000009536743,2017,Kazakhstan,KAZ,,0,Earth
Kenya,63.5890884399414,9.43015115414034,12.0,4.8369956,1572.33549593781,4046.20842543927,68.244,63.539,65.90899999999999,88.2409828864603,50221473.0,,2.8589999675750697,2.53900003433228,2.6949999332428,2017,Kenya,KEN,DEVELOPING,0,Earth
"Korea, Rep.",100.0,272.592801074791,9.0,7.10694933,31616.8434004683,41001.0668862273,85.7,79.7,82.62682926829271,526.848248951154,51361911.0,,3.5840001106262203,3.7829999923706095,3.70000004768372,2017,"Korea, Rep.",KOR,DEVELOPING,0,Earth
Kuwait,100.0,65.9830326655231,9.0,5.29526615,29759.4364865575,50855.499959604014,76.36399999999998,74.584,75.311,227.614983164983,4056099.0,,4.848999977111821,0.7179999947547909,1.79799997806549,2017,Kuwait,KWT,,0,Earth
Kyrgyz Republic,100.0,33.6142290244713,10.0,6.18586302,1242.76964282023,5046.69153549093,75.4,67.2,71.2,32.315954118873805,6198200.0,,8.906999588012699,5.587999820709231,6.889999866485598,2017,Kyrgyz Republic,KGZ,DEVELOPING,0,Earth
Lao PDR,93.6,25.735679358720894,9.0,2.52514863,2423.8462031921,7257.807931652729,69.074,65.508,67.277,30.125801559792,6953035.0,,0.605000019073486,0.712999999523163,0.6600000262260439,2017,Lao PDR,LAO,DEVELOPING,0,Earth
Late-demographic dividend,99.32014891691091,59.44062,10.0,5.71736791630341,9029.71173792667,16025.2884211387,78.8644419947645,73.37474074243029,76.01415697338079,51.113749947218,2275534160.0,,5.11805242165998,5.37114307682778,5.260620457840409,2017,Late-demographic dividend,LTE,,1,Earth
